ID,Approved,symbol,Approved,name,Status,Previous,symbols,Alias,symbols,Chromosome,Accession,numbers,RefSeq,IDs,,,,,,,,,,
NLGN3,neuroligin,3,Approved,"HNL3,","KIAA1480,","ASPGX1,",AUTSX1,Xq13.1,AB040913,NM_018977,,,,,,,,,,,,,,
NLGN4X,neuroligin,4,X-linked,Approved,NLGN4,"KIAA1260,","NLGN,",HLNX,Xp22.32-p22.31,AB033086,NM_020742,,,,,,,,,,,,,
NLGN4Y,neuroligin,4,Y-linked,Approved,KIAA0951,Yq11.221,NM_014893,,,,,,,,,,,,,,,,,
NLGN4Y-AS1,NLGN4Y,antisense,RNA,1,Approved,"NLGN4YAS,",NLGN4Y-AS,Yq11.221,,,,,,,,,,,,,,,,
NLRP2B,NLR,family,pyrin,domain,containing,2B,Approved,NLRP2P,"NOD24,","NALP2P,","CLRX.1,",POP4,Xp11.21,BK001116,NM_001319967,,,,,,,,,
NLRP3P1,NLR,family,pyrin,domain,containing,3,pseudogene,1,Approved,NLRP3P,NOD13,Xq22.3,BK001115,NG_002753,,,,,,,,,,
NLRP7P1,NLRP7,pseudogene,1,Approved,Xq26.2,NG_02676,,,,,,,,,,,,,,,,,,
NMTRL-TAA4-1,nuclear-encoded,mitochondrial,tRNA-Leu,(TAA),4-Jan,Approved,TRNAL37,nmt-tRNA-Leu-TAA-4-1,Xp11.21,HG984165,,,,,,,,,,,,,,
NMTRQ-TTG1-1,nuclear-encoded,mitochondrial,tRNA-Gln,(TTG),1-Jan,Approved,TRNAQ40P,nmt-tRNA-Gln-TTG-1-1,Xp11.21,HG984147,,,,,,,,,,,,,,
NMTRQ-TTG8-1,nuclear-encoded,mitochondrial,tRNA-Gln,(TTG),8-Jan,Approved,TRNAQ35P,nmt-tRNA-Gln-TTG-8-1,Yp11.2,HG984154,,,,,,,,,,,,,,
NOLC1P1,NOLC1,pseudogene,1,Approved,Xp22.31,NG_022581,,,,,,,,,,,,,,,,,,
NONO,non-POU,domain,containing,octamer,binding,Approved,"NRB54,","NMT55,","P54NRB,","P54,",PPP1R114,Xq13.1,L14599,NM_007363,,,,,,,,,,
NOX1,NADPH,oxidase,1,Approved,"NOH1,","NOH-1,","MOX1,","GP91-2,",NOH-1L,Xq22.1,AF127763,NM_007052,,,,,,,,,,,,
NPCDR1,nasopharyngeal,"carcinoma,",down-regulated,1,Entry,Withdrawn,NPCR,3p14.2,not,on,reference,assembly,,,,,,,,,,,,
NPHL1,symbol,"withdrawn,",see,[HGNC:2023](/data/gene-symbol-report/#!/hgnc_id/HGNC:2023),Symbol,Withdrawn,XRN,Xp11.4-p11.3,,,,,,,,,,,,,,,,
NPM1P8,nucleophosmin,1,pseudogene,8,Approved,Xp21.1,,,,,,,,,,,,,,,,,,
NPM1P9,nucleophosmin,1,pseudogene,9,Approved,Xp22.2,AF164687,,,,,,,,,,,,,,,,,
NPM1P34,nucleophosmin,1,pseudogene,34,Approved,Xq25,NG_022699,,,,,,,,,,,,,,,,,
NPM1P49,nucleophosmin,1,pseudogene,49,Approved,Xp11.3,NG_026690,,,,,,,,,,,,,,,,,
NR0B1,nuclear,receptor,subfamily,0,group,B,member,1,Approved,"AHC,",DSS,"DAX1,",AHCH,Xp21.2,S74720,NM_000475,,,,,,,,
NRK,Nik,related,kinase,Approved,DKFZp686A17109,Xq22.3,BX538345,NM_198465,,,,,,,,,,,,,,,,
NSA2P3,NSA2,pseudogene,3,Approved,Xq22.1,NG_022683,,,,,,,,,,,,,,,,,,
NSDHL,NAD(P),dependent,steroid,dehydrogenase-like,Approved,"XAP104,","H105e3,",SDR31E1,Xq28,X96621,NM_015922,,,,,,,,,,,,,
NSX,symbol,"withdrawn,",see,[HGNC:9173](/data/gene-symbol-report/#!/hgnc_id/HGNC:9173),Symbol,Withdrawn,X,,,,,,,,,,,,,,,,,
NT5DC1P1,NT5DC1,pseudogene,1,Approved,Xq21.32,NG_022624,,,,,,,,,,,,,,,,,,
NT5DC1P2,NT5DC1,pseudogene,2,Approved,Xq26.2,NG_022705,,,,,,,,,,,,,,,,,,
NUDT10,nudix,hydrolase,10,Approved,"DIPP3a,",hDIPP3alpha,Xp11.22,AF469196,NM_153183,,,,,,,,,,,,,,,
NUDT11,nudix,hydrolase,11,Approved,"DIPP3b,","FLJ10628,",hDIPP3beta,Xp11.22,AK001490,,,,,,,,,,,,,,,
NUDT19P1,NUDT19,pseudogene,1,Approved,Xq24,,,,,,,,,,,,,,,,,,,
NUDT19P2,NUDT19,pseudogene,2,Approved,Xq22.1,,,,,,,,,,,,,,,,,,,
NUDT19P6,NUDT19,pseudogene,6,Approved,Xq24,,,,,,,,,,,,,,,,,,,
NUP62CL,nucleoporin,62,C-terminal,like,Approved,FLJ20130,Xq22.3,AK000137,NM_017681,,,,,,,,,,,,,,,
NUS1P1,NUS1,pseudogene,1,Approved,Xp11.3,,,,,,,,,,,,,,,,,,,
NUTF2P7,nuclear,transport,factor,2,pseudogene,7,Approved,Xq13.1,,,,,,,,,,,,,,,,
NXF2,nuclear,RNA,export,factor,2,Approved,"CT39,",TAPL-2,Xq22.1,AJ277526,NM_017809,,,,,,,,,,,,,
NXF2B,nuclear,RNA,export,factor,2B,Approved,bA353J17.1,Xq22.1,,,,,,,,,,,,,,,,
NXF3,nuclear,RNA,export,factor,3,Approved,Xq22.1,AJ277527,NM_022052,,,,,,,,,,,,,,,
NXF4,nuclear,RNA,export,factor,4,pseudogene,Approved,Xq22.1,AK124700,,,,,,,,,,,,,,,
NXF5,nuclear,RNA,export,factor,5,Approved,Xq22.1,AJ277654,,,,,,,,,,,,,,,,
NXT2,nuclear,transport,factor,2,like,export,factor,2,Approved,P15-2,Xq23,AF246127,NM_018698,,,,,,,,,,,
NXTAR,negative,expression,of,androgen,receptor,regulating,lncRNA,Approved,Xq12,,,,,,,,,,,,,,,
NYX,nyctalopin,Approved,"CSNB1,",CSNB4,"CLRP,",CSNB1A,Xp11.4,AF254868,NM_022567,,,,,,,,,,,,,,,
OA1,symbol,"withdrawn,",see,[HGNC:20145](/data/gene-symbol-report/#!/hgnc_id/HGNC:20145),Symbol,Withdrawn,Xp22.3,,,,,,,,,,,,,,,,,
OASD,ocular,albinism,and,sensorineural,deafness,Entry,Withdrawn,Xp22.3-p22.2,,,,,,,,,,,,,,,,
OCRL,OCRL,inositol,polyphosphate-5-phosphatase,Approved,"OCRL1,",Dent-2,Xq26.1,U57627,NM_000276,,,,,,,,,,,,,,,
ODT1,symbol,"withdrawn,",see,[HGNC:3157](/data/gene-symbol-report/#!/hgnc_id/HGNC:3157),Symbol,Withdrawn,X,,,,,,,,,,,,,,,,,
OED,Oregon,eye,disease,Entry,Withdrawn,Xp21.3,,,,,,,,,,,,,,,,,,
OFD1,OFD1,centriole,and,centriolar,satellite,protein,Approved,"CXorf5,",RP23,"71-7A,",JBTS10,Xp22.2,Y15164,NM_003611,,,,,,,,,,
OFD1P1Y,OFD1,pseudogene,1,Y-linked,Approved,"OFDYP1,",OFD1P1,Yq11.222,NG_003114,,,,,,,,,,,,,,,
OFD1P2Y,OFD1,pseudogene,2,Y-linked,Approved,"OFDYP2,","OFD1P2,",OFD1PY2,Yq11.222,NG_003115,,,,,,,,,,,,,,
OFD1P3Y,OFD1,pseudogene,3,Y-linked,Approved,"OFDYP3,","OFD1P3,","OFD1PY3,","OFD1P19Y,","OFD1P19,",OFD1PY19,Yp11.2,NG_003116,,,,,,,,,,,
OFD1P4Y,OFD1,pseudogene,4,Y-linked,Approved,"OFDYP4,","OFD1P4,",OFD1PY4,Yq11.222,NG_003117,,,,,,,,,,,,,,
OFD1P5Y,OFD1,pseudogene,5,Y-linked,Approved,"OFDYP5,","OFD1P5,",OFD1PY5,Yq11.222,NG_003118,,,,,,,,,,,,,,
OFD1P6Y,OFD1,pseudogene,6,Y-linked,Approved,"OFD1P2,","OFDYP6,","OFD1P6,",OFD1PY6,Yq11.222,NG_003119,,,,,,,,,,,,,
OFD1P7Y,OFD1,pseudogene,7,Y-linked,Approved,"OFDYP7,","OFD1P7,",OFD1PY7,Yq11.222,NG_003120,,,,,,,,,,,,,,
OFD1P8Y,OFD1,pseudogene,8,Y-linked,Approved,"OFDYP8,","OFD1P8,",OFD1PY8,Yq11.223,NG_003121,,,,,,,,,,,,,,
OFD1P9Y,OFD1,pseudogene,9,Y-linked,Approved,"OFDYP9,","OFD1P9,",OFD1PY9,Yq11.223,NG_003122,,,,,,,,,,,,,,
OFD1P10Y,OFD1,pseudogene,10,Y-linked,Approved,"OFDYP10,","OFD1P10,",OFD1PY10,Yq11.223,NG_003123,,,,,,,,,,,,,,
OFD1P11Y,OFD1,pseudogene,11,Y-linked,Approved,"OFDYP11,","OFD1P11,",OFD1PY11,Yq11.223,NG_003125,,,,,,,,,,,,,,
OFD1P12Y,OFD1,pseudogene,12,Y-linked,Approved,"OFDYP12,","OFD1P12,",OFD1PY12,Yq11.23,NG_003126,,,,,,,,,,,,,,
OFD1P13Y,OFD1,pseudogene,13,Y-linked,Approved,"OFDYP13,","OFD1P13,",OFD1PY13,Yq11.23,NG_003127,,,,,,,,,,,,,,
OFD1P14Y,OFD1,pseudogene,14,Y-linked,Approved,"OFDYP14,","OFD1P14,",OFD1PY14,Yq11.23,NG_003128,,,,,,,,,,,,,,
OFD1P15Y,OFD1,pseudogene,15,Y-linked,Approved,"OFDYP15,","OFD1P15,",OFD1PY15,Yq11.23,NG_003129,,,,,,,,,,,,,,
OFD1P16Y,OFD1,pseudogene,16,Y-linked,Approved,"OFDYP16,","OFD1P16,",OFD1PY16,Yq11.223,XM_498415,,,,,,,,,,,,,,
OFD1P18Y,OFD1,pseudogene,18,Y-linked,Approved,"CYorf1,","OFD1P18,",OFD1PY18,71-7A2,Yq11.23,L18173,NG_009011,,,,,,,,,,,,
OFD1P19Y,symbol,"withdrawn,",see,[HGNC:23875](/data/gene-symbol-report/#!/hgnc_id/HGNC:23875),Symbol,Withdrawn,"OFD1P19,",OFD1PY19,Yp11.2,,,,,,,,,,,,,,,
OGT,O-linked,N-acetylglucosamine,(GlcNAc),transferase,Approved,"O-GLCNAC,","HRNT1,","MGC22921,","FLJ23071,",OGT1,Xq13.1,U77413,"NM_003605,",NM_181672,,,,,,,,,,
OOEPP1,OOEP,pseudogene,1,Approved,Xp11.4,,,,,,,,,,,,,,,,,,,
OPA2,optic,atrophy,2,(obscure),Entry,Withdrawn,Xp11.4-p11.2,,,,,,,,,,,,,,,,,
OPD1,symbol,"withdrawn,",see,[HGNC:3754](/data/gene-symbol-report/#!/hgnc_id/HGNC:3754),Symbol,Withdrawn,OPD,Xq26-q28,,,,,,,,,,,,,,,,
OPEM,"ophthalmoplegia,","external,",with,myopia,Entry,Withdrawn,X,,,,,,,,,,,,,,,,,
OPHN1,oligophrenin,1,Approved,MRX60,"OPN1,",ARHGAP41,Xq12,AJ001189,NM_002547,,,,,,,,,,,,,,,
OPN1LW,opsin,"1,",long,wave,sensitive,Approved,"CBBM,","RCP,",CBP,COD5,Xq28,Z68193,NM_020061,,,,,,,,,,,
OPN1MW,opsin,"1,",medium,wave,sensitive,Approved,"GCP,","CBBM,",CBD,"OPN1MW1,",COD5,Xq28,K03494,NM_000513,,,,,,,,,,
OPN1MW2,opsin,"1,",medium,wave,sensitive,2,Approved,Xq28,NM_001048181,,,,,,,,,,,,,,,
OPN1MW3,opsin,"1,",medium,wave,sensitive,3,Approved,Xq28,,,,,,,,,,,,,,,,
OR1AA1P,olfactory,receptor,family,1,subfamily,AA,member,1,pseudogene,Approved,Xq26.2,,,,,,,,,,,,,
OR2AF1P,olfactory,receptor,family,2,subfamily,AF,member,1,pseudogene,Approved,OR2AF2P,Xq26.2,,,,,,,,,,,,
OR2AF2P,symbol,"withdrawn,",see,[HGNC:14719](/data/gene-symbol-report/#!/hgnc_id/HGNC:14719),Symbol,Withdrawn,X,,,,,,,,,,,,,,,,,
OR3B1P,olfactory,receptor,family,3,subfamily,B,member,1,pseudogene,Approved,Xq28,AF277315,,,,,,,,,,,,
OR4W1P,olfactory,receptor,family,4,subfamily,W,member,1,pseudogene,Approved,Xq25,Z69908,,,,,,,,,,,,
OR5AW1P,olfactory,receptor,family,5,subfamily,AW,member,1,pseudogene,Approved,Xq26.2,,,,,,,,,,,,,
OR5BH1P,olfactory,receptor,family,5,subfamily,BH,member,1,pseudogene,Approved,OR5BH2P,Xq26.2,,,,,,,,,,,,
OR7L1P,olfactory,receptor,family,7,subfamily,L,member,1,pseudogene,Approved,Xq26.2,,,,,,,,,,,,,
OR11N1P,olfactory,receptor,family,11,subfamily,N,member,1,pseudogene,Approved,Xq26.2,NG_004381,,,,,,,,,,,,
OR11Q1P,olfactory,receptor,family,11,subfamily,Q,member,1,pseudogene,Approved,Xq26.1,,,,,,,,,,,,,
OR13H1,olfactory,receptor,family,13,subfamily,H,member,1,Approved,Xq26.2,,,,,,,,,,,,,,
OR13K1P,olfactory,receptor,family,13,subfamily,K,member,1,pseudogene,Approved,Xq26.2,,,,,,,,,,,,,
ORC1P1,ORC1,pseudogene,1,Approved,Xp21.3,NG_002790,,,,,,,,,,,,,,,,,,
OTC,ornithine,transcarbamylase,Approved,"OTCase,","OTCD,",OTC1,Xp11.4,K02100,,,,,,,,,,,,,,,,
OTUD5,OTU,deubiquitinase,5,Approved,"DKFZp761A052,",DUBA,Xp11.23,NM_017602,,,,,,,,,,,,,,,,
OTUD6A,OTU,deubiquitinase,6A,Approved,"FLJ25831,","HSHIN6,",DUBA2,Xq13.1,AK098697,NM_207320,,,,,,,,,,,,,,
P2RY4,pyrimidinergic,receptor,P2Y4,Approved,"NRU,","P2Y4,","UNR,",P2P,Xq13.1,X91852,NM_002565,,,,,,,,,,,,,
P2RY8,P2Y,receptor,family,member,8,Approved,P2Y8,Xp22.33,and,Yp11.3,AA804531,NM_178129,,,,,,,,,,,,
P2RY10,P2Y,receptor,family,member,10,Approved,"P2Y10,",LPS2,Xq21.1,AF000545,,,,,,,,,,,,,,
P2RY10BP,P2Y,receptor,family,member,"10B,",pseudogene,Approved,P2RY10P2,Xq21.1,NG_004704,,,,,,,,,,,,,,
P2RY10P1,P2Y,receptor,family,member,10,pseudogene,1,Entry,Withdrawn,"GPR121P,",P2Y10P1,Xq21.1,,,,,,,,,,,,
PA2G4P1,proliferation-associated,2G4,pseudogene,1,Approved,PA2G4P,Xq24,NG_005879,,,,,,,,,,,,,,,,
PABIR2,PABIR,family,member,2,Approved,FAM122B,"DKFZp686L20116,",RP11-308B5.5,Xq26.3,BX538218,NM_145284,,,,,,,,,,,,,
PABIR3,PABIR,family,member,3,Approved,FAM122C,RP3-473B4.1,Xq26.3,BC017868,NM_138819,,,,,,,,,,,,,,
PABPC1L2A,poly(A),binding,protein,cytoplasmic,1,like,2A,Approved,RBM32A,Xq13.2,BC041956,NM_001012977,,,,,,,,,,,,
PABPC1L2B,poly(A),binding,protein,cytoplasmic,1,like,2B,Approved,RBM32B,Xq13.2,NM_001042506,,,,,,,,,,,,,
PABPC1L2B-AS1,PABPC1L2B,antisense,RNA,1,(head,to,head),Approved,Xq13.1-q13.2,,,,,,,,,,,,,,,
PABPC1P3,poly(A),binding,protein,cytoplasmic,1,pseudogene,3,Approved,PABPCP3,PABP3,Xq13.2,U64661,NG_001266,,,,,,,,,,,
PABPC1P5,poly(A),binding,protein,cytoplasmic,1,pseudogene,5,Approved,Yq11.21,,,,,,,,,,,,,,,
PABPC5,poly(A),binding,protein,cytoplasmic,5,Approved,PABP5,Xq21.31,AJ278963,NM_080832,,,,,,,,,,,,,,
PABPC5-AS1,PABPC5,antisense,RNA,1,Approved,CXorf46,OTTHUMG00000021960,Xq21.31,,,,,,,,,,,,,,,,
PABPN1P1,PABPN1,pseudogene,1,Approved,Xq13.1,NG_026717,,,,,,,,,,,,,,,,,,
PABX,pseudoautosomal,boundary,"region,",X-linked,Approved,Xp22.32,,,,,,,,,,,,,,,,,,
PABY,pseudoautosomal,boundary,"region,",Y-linked,Approved,Yp11.3,,,,,,,,,,,,,,,,,,
PAFAH1B2P1,PAFAH1B2,pseudogene,1,Approved,Xp21.3,NG_006977,,,,,,,,,,,,,,,,,,
PAGE1,PAGE,family,member,1,Approved,GAGEB1,"PAGE-1,","GAGE-9,",CT16.3,Xp11.23,AF058989,,,,,,,,,,,,,
PAGE2,PAGE,family,member,2,Approved,GAGEC2,"MGC62094,","PAGE-2,",CT16.4,Xp11.21,BC054022,NM_207339,,,,,,,,,,,,
PAGE2B,PAGE,family,member,2B,Approved,CT16.5,Xp11.21,NM_001015038,,,,,,,,,,,,,,,,
PAGE3,PAGE,family,member,3,Approved,GAGED1,"PAGE-3,",CT16.6,Xp11.21,NM_001171252,,,,,,,,,,,,,,
PAGE4,PAGE,family,member,4,Approved,GAGEC1,"PAGE-4,",CT16.7,Xp11.23,AF275258,,,,,,,,,,,,,,
PAGE5,PAGE,family,member,5,Approved,"PAGE-5,","CT16.1,",CT16.2,Xp11.21,AJ344352,NM_130467,,,,,,,,,,,,,
PAICSP7,phosphoribosylaminoimidazole,"carboxylase,",phosphoribosylaminoimidazole,succinocarboxamide,synthetase,pseudogene,7,Approved,Xq21.33,NG_005830,,,,,,,,,,,,,,
PAK3,p21,(RAC1),activated,kinase,3,Approved,"MRX30,",MRX47,"hPAK3,",bPAK,Xq23,AF068864,NM_002578,,,,,,,,,,,
PARD6BP1,PARD6B,pseudogene,1,Approved,Xq25,NG_026759,,,,,,,,,,,,,,,,,,
PARK12,Parkinson,disease,12,(susceptibility),Entry,Withdrawn,Xq21-q25,,,,,,,,,,,,,,,,,
PARP4P1,poly(ADP-ribose),polymerase,family,member,4,pseudogene,1,Approved,"ADPRTL1P,",PARP4P,PARP4PY1,Yq11.23-q12,NG_002802,,,,,,,,,,,
PASD1,PAS,domain,containing,repressor,1,Approved,CT63,Xq28,AY270020,NM_173493,,,,,,,,,,,,,,
PBDC1,polysaccharide,biosynthesis,domain,containing,1,Approved,CXorf26,MGC874,Xq13.3,BC001220,NM_016500,,,,,,,,,,,,,
PCDH11X,protocadherin,11,X-linked,Approved,PCDH11,"PCDH-X,","PCDHX,",PPP1R119,Xq21.31,AB026187,NM_032969,,,,,,,,,,,,,
PCDH11Y,protocadherin,11,Y-linked,Approved,PCDH22,PCDHY,Yp11.2,AF332217,NM_032973,,,,,,,,,,,,,,,
PCDH19,protocadherin,19,Approved,EFMR,"KIAA1313,",EIEE9,Xq22.1,AB037734,NM_020766,,,,,,,,,,,,,,,
PCMTD1P1,protein-L-isoaspartate,(D-aspartate),O-methyltransferase,domain,containing,1,pseudogene,1,Approved,Yp11.2,,,,,,,,,,,,,,
PCNAP,proliferating,cell,nuclear,antigen,pseudogene,Entry,Withdrawn,Xp11.3,,,,,,,,,,,,,,,,
PCNAP3,proliferating,cell,nuclear,antigen,pseudogene,3,Approved,Xp11.3,NG_022595,,,,,,,,,,,,,,,
PCNPP4,PEST,containing,nuclear,protein,pseudogene,4,Approved,Xq13.3,,,,,,,,,,,,,,,,
PCSK1N,proprotein,convertase,subtilisin/kexin,type,1,inhibitor,Approved,"SAAS,","SgVIII,","SCG8,","proSAAS,","PEN,",BigLEN,Xp11.23,AF181562,NM_013271,,,,,,,,
PCYT1B,phosphate,cytidylyltransferase,"1B,",choline,Approved,"CCT-beta,","CTB,",CCTbeta,Xp22.11,AF052510,NM_004845,,,,,,,,,,,,,
PCYT1B-AS1,PCYT1B,antisense,RNA,1,Approved,Xp22.11,,,,,,,,,,,,,,,,,,
PDCL2P1,PDCL2,pseudogene,1,Approved,Xp22.11,,,,,,,,,,,,,,,,,,,
PDHA1,pyruvate,dehydrogenase,E1,subunit,alpha,1,Approved,PDHA,E1alpha,Xp22.12,,,,,,,,,,,,,,
PDK1P2,PDK1,pseudogene,2,Approved,Xq21.1,NG_022677,,,,,,,,,,,,,,,,,,
PDK3,pyruvate,dehydrogenase,kinase,3,Approved,Xp22.11,L42452,NM_005391,,,,,,,,,,,,,,,,
PDR,pigment,"disorder,",reticulate,Entry,Withdrawn,Xp22-p21,,,,,,,,,,,,,,,,,,
PDSS1P2,decaprenyl,diphosphate,synthase,subunit,1,pseudogene,2,Approved,2p21,not,on,reference,assembly,,,,,,,,,,,
PDZD4,PDZ,domain,containing,4,Approved,PDZK4,"KIAA1444,","LU1,","FLJ34125,","PDZRN4L,",LNX5,Xq28,AK091444,NM_032512,,,,,,,,,,
PDZD11,PDZ,domain,containing,11,Approved,PDZK11,Xq13.1,AF151061,NM_016484,,,,,,,,,,,,,,,
PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase",1,Approved,PFRX,Xp11.21,,,,,,,,,,,,,,,,,,,
PFN5P,profilin,"5,",pseudogene,Approved,Xq11.2,,,,,,,,,,,,,,,,,,,
PGAM1P7,phosphoglycerate,mutase,1,pseudogene,7,Approved,Xp11.3,,,,,,,,,,,,,,,,,
PGAM4,phosphoglycerate,mutase,family,member,4,Approved,"dJ1000K24.1,","PGAM3,","PGAM-B,",PGAM1,Xq21.1,AF465731,NM_001029891,,,,,,,,,,,
PGAM4P1,phosphoglycerate,mutase,family,member,4,pseudogene,1,Approved,Xp11.22,,,,,,,,,,,,,,,
PGBD4P6,piggyBac,transposable,element,derived,4,pseudogene,6,Approved,Xq27.3,,,,,,,,,,,,,,,
PGK1,phosphoglycerate,kinase,1,Approved,Xq21.1,L00159,,,,,,,,,,,,,,,,,,
PGK1P1,phosphoglycerate,kinase,1,pseudogene,1,Approved,Xq12,X56251,NG_001170,,,,,,,,,,,,,,,
PGM5P1,phosphoglucomutase,5,pseudogene,1,Approved,9q12,not,on,reference,assembly,,,,,,,,,,,,,,
PGRMC1,progesterone,receptor,membrane,component,1,Approved,HPR6.6,Xq24,NM_006667,,,,,,,,,,,,,,,
PHB1P10,PHB1,pseudogene,10,Approved,PHBP10,Xq22.3,,,,,,,,,,,,,,,,,,
PHEX,phosphate,regulating,endopeptidase,X-linked,Approved,"HYP,",HPDR,"PEX,","HPDR1,","HYP1,",XLH,Xp22.11,U82970,NM_000444,,,,,,,,,,
PHEX-AS1,PHEX,antisense,RNA,1,Approved,Xp22.11,,,,,,,,,,,,,,,,,,
PHF5AP4,PHF5A,pseudogene,4,Approved,PHF5FP,Xq23,NG_005424,,,,,,,,,,,,,,,,,
PHF6,PHD,finger,protein,6,Approved,"BFLS,",BORJ,"KIAA1823,","MGC14797,",CENP-31,Xq26.2,AB058726,NM_032458,,,,,,,,,,,
PHF8,PHD,finger,protein,8,Approved,"ZNF422,","KIAA1111,","JHDM1F,",KDM7B,Xp11.22,AB029034,NM_015107,,,,,,,,,,,,
PHF10P1,PHD,finger,protein,10,pseudogene,1,Approved,XAP135P,Xq28,AF338734,NG_001314,,,,,,,,,,,,,
PHKA1,phosphorylase,kinase,regulatory,subunit,alpha,1,Approved,PHKA,Xq13.1,,,,,,,,,,,,,,,
PHKA1-AS1,PHKA1,antisense,RNA,1,Approved,Xq13.1,,,,,,,,,,,,,,,,,,
PHKA2,phosphorylase,kinase,regulatory,subunit,alpha,2,Approved,"PHK,",PYK,Xp22.13,NM_000292,,,,,,,,,,,,,
PHKA2-AS1,PHKA2,antisense,RNA,1,Approved,Xp22.13,BC073810,NR_029379,,,,,,,,,,,,,,,,
PHP,symbol,"withdrawn,",see,[HGNC:11199](/data/gene-symbol-report/#!/hgnc_id/HGNC:11199),Symbol,Withdrawn,PHP,X,,,,,,,,,,,,,,,,
PIGA,phosphatidylinositol,glycan,anchor,biosynthesis,class,A,Approved,"GPI3,",PIG-A,Xp22.2,BC038236,NM_002641,,,,,,,,,,,,
PIGFP3,phosphatidylinositol,glycan,anchor,biosynthesis,class,F,pseudogene,3,Approved,Xp21.2,NG_022588,,,,,,,,,,,,,
PIM2,Pim-2,"proto-oncogene,",serine/threonine,kinase,Approved,Xp11.23,U77735,,,,,,,,,,,,,,,,,
PIN4,peptidylprolyl,cis/trans,"isomerase,",NIMA-interacting,4,Approved,"PAR14,","PAR17,",EPVH,Xq13.1,AB009690,NM_006223,,,,,,,,,,,,
PINCR,p53-induced,noncoding,RNA,Approved,RP3-326I13.1,Xp11.3,NR_110387,,,,,,,,,,,,,,,,,
PIR,pirin,Approved,Xp22.2,Y07868,NM_003662,,,,,,,,,,,,,,,,,,,
PIRC113,piwi-interacting,RNA,cluster,113,Approved,X,,,,,,,,,,,,,,,,,,
PIRC114,piwi-interacting,RNA,cluster,114,Approved,X,,,,,,,,,,,,,,,,,,
PJA1,praja,ring,finger,ubiquitin,ligase,1,Approved,"FLJ11830,","RNF70,",PRAJA1,Xq13.1,AK021892,NM_145119,,,,,,,,,,,
PKMP2,pyruvate,kinase,M1/2,pseudogene,2,Approved,Xq12,,,,,,,,,,,,,,,,,
PLAC1,placenta,enriched,1,Approved,"CT92,","OOSP2L,",OOSP2B,Xq26.3,AF234654,NM_021796,,,,,,,,,,,,,,
PLCE1P1,phospholipase,C,epsilon,1,pseudogene,1,Approved,Xp21.2,,,,,,,,,,,,,,,,
PLCXD1,phosphatidylinositol,specific,phospholipase,C,X,domain,containing,1,Approved,FLJ11323,Xp22.33,and,Yp11.32,AK002185,NM_018390,,,,,,,,,
PLLPP1,PLLP,pseudogene,1,Approved,Xp11.3,NG_001542,,,,,,,,,,,,,,,,,,
PLP1,proteolipid,protein,1,Approved,"SPG2,",PLP,GPM6C,Xq22.2,M27110,,,,,,,,,,,,,,,
PLP2,proteolipid,protein,2,Approved,"A4,","A4-LSB,",MGC126187,Xp11.23,L09604,NM_002668,,,,,,,,,,,,,,
PLS3,plastin,3,Approved,T-plastin,Xq23,L05491,,,,,,,,,,,,,,,,,,
PLS3-AS1,PLS3,antisense,RNA,1,Approved,Xq23,,,,,,,,,,,,,,,,,,
PLXNA3,plexin,A3,Approved,PLXN4,"SEX,","XAP-6,","6.3,",Plxn3,Xq28,X74609,NM_017514,,,,,,,,,,,,,
PLXNB3,plexin,B3,Approved,PLXN6,"PLEXR,",PLEXB3,Xq28,AF149019,,,,,,,,,,,,,,,,
PLXNB3-AS1,PLXNB3,antisense,RNA,1,Approved,Xq28,,,,,,,,,,,,,,,,,,
PNCK,pregnancy,up-regulated,nonubiquitous,CaM,kinase,Approved,"MGC45419,",CaMK1b,Xq28,BC033746,NM_198452,,,,,,,,,,,,,
PNKDP1,PNKD,pseudogene,1,Approved,Xq26.2,,,,,,,,,,,,,,,,,,,
PNMA3,PNMA,family,member,3,Approved,"MA5,","MA3,","MGC132756,",MGC132758,Xq28,AF083116,NM_013364,,,,,,,,,,,,
PNMA5,PNMA,family,member,5,Approved,KIAA1934,Xq28,AB067521,NM_052926,,,,,,,,,,,,,,,
PNMA6A,PNMA,family,member,6A,Approved,PNMA6C,MGC15827,Xq28,AK055322,NM_032882,,,,,,,,,,,,,,
PNMA6B,PNMA,family,member,6B,(pseudogene),Approved,PNMA6D,Xq28,NG_033733,,,,,,,,,,,,,,,
PNMA6C,symbol,"withdrawn,",see,[HGNC:28248](/data/gene-symbol-report/#!/hgnc_id/HGNC:28248),Symbol,Withdrawn,Xq28,,,,,,,,,,,,,,,,,
PNMA6D,symbol,"withdrawn,",see,[HGNC:26681](/data/gene-symbol-report/#!/hgnc_id/HGNC:26681),Symbol,Withdrawn,Xq28,,,,,,,,,,,,,,,,,
PNMA6E,PNMA,family,member,6E,Approved,Xq28,,,,,,,,,,,,,,,,,,
PNMA6F,PNMA,family,member,6F,Approved,PNMA6BL,Xq28,,,,,,,,,,,,,,,,,
PNPLA4,patatin,like,phospholipase,domain,containing,4,Approved,"DXS1283E,","GS2,",iPLA2eta,Xp22.31,U03886,NM_004650,,,,,,,,,,,
PNPLA4P1,patatin,like,phospholipase,domain,containing,4,pseudogene,1,Approved,Yq11.221,NG_024801,,,,,,,,,,,,,
